62700	0.735 -0.1237 0.4497 0.4789 -0.2704 1.066 -1.231 0.4726 -0.7666 0.04533 -2.669	0.9597 0.7734 0.5435 -0.04305 -1.665 0.5233 -0.1852 -1.428 0.3142 1.039 0.5223	1.509 1.195 -0.5736 1.339 0.3376 1.186 -1.55 -0.6695 -0.07544 2.16 0.2488	0.9361 0.7007 -1.062 -0.2715 2.276 -0.6774 1.836 -1.07 0.06978 2.954 0.7521	2.162 0.5377 1.017 -1.004 -0.4143 1.246 -0.4367 0.7464 1.03 -0.095 -0.1898	1.253 -2.838 -0.652 1.201 -5.089 1.376 1.863 -1.858 -4.661 0.6408 2.717	0.2468 -0.2827 -0.8565 0.1813 1.361 -0.2133 0.6471 0.4697 0.974 2.401 -0.3963	0.6193 -1.24 -0.6001 2.049 -0.07579 -2.317 -0.5921 0.2916 0.9917 0.8906 -3.095	1.735 -0.0801 2.262 -0.08298 0.1172 2.022 -0.9896 0.8386 -1.017 1.774 -0.9929	1.375 -0.8762 -1.013 0.9801 1.792 1.204 0.0331 1.865 -0.6728 -0.8572 -0.7343	1.953 -0.002216 0.7128 -0.6145 -2.153 0.8061 -0.2943 -0.8183 0.7953 0.7139 0.07165
62800	0.735 -0.1237 0.4497 0.4789 -0.2704 1.066 -1.231 0.4726 -0.7666 0.04533 -2.669	0.9597 0.7734 0.5435 -0.04305 -1.665 0.5233 -0.1852 -1.428 0.3142 1.039 0.5223	1.509 1.195 -0.5736 1.339 0.3376 1.186 -1.55 -0.6695 -0.07544 2.16 0.2488	0.9361 0.7007 -1.062 -0.2715 2.276 -0.6774 1.836 -1.07 0.06978 2.954 0.7521	2.162 0.5377 1.017 -1.004 -0.4143 1.246 -0.4367 0.7464 1.03 -0.095 -0.1898	1.253 -2.838 -0.652 1.201 -5.089 1.376 1.863 -1.858 -4.661 0.6408 2.717	0.2468 -0.2827 -0.8565 0.1813 1.361 -0.2133 0.6471 0.4697 0.974 2.401 -0.3963	0.6193 -1.24 -0.6001 2.049 -0.07579 -2.317 -0.5921 0.2916 0.9917 0.8906 -3.095	1.735 -0.0801 2.262 -0.08298 0.1172 2.022 -0.9896 0.8386 -1.017 1.774 -0.9929	1.375 -0.8762 -1.013 0.9801 1.792 1.204 0.0331 1.865 -0.6728 -0.8572 -0.7343	1.953 -0.002216 0.7128 -0.6145 -2.153 0.8061 -0.2943 -0.8183 0.7953 0.7139 0.07165
62900	0.735 -0.1237 0.4497 0.4789 -0.2704 1.066 -1.231 0.4726 -0.7666 0.04533 -2.669	0.9597 0.7734 0.5435 -0.04305 -1.665 0.5233 -0.1852 -1.428 0.3142 1.039 0.5223	1.509 1.195 -0.5736 1.339 0.3376 1.186 -1.55 -0.6695 -0.07544 2.16 0.2488	0.9361 0.7007 -1.062 -0.2715 2.276 -0.6774 1.836 -1.07 0.06978 2.954 0.7521	2.162 0.5377 1.017 -1.004 -0.4143 1.246 -0.4367 0.7464 1.03 -0.095 -0.1898	1.253 -2.838 -0.652 1.201 -5.089 1.376 1.863 -1.858 -4.661 0.6408 2.717	0.2468 -0.2827 -0.8565 0.1813 1.361 -0.2133 0.6471 0.4697 0.974 2.401 -0.3963	0.6193 -1.24 -0.6001 2.049 -0.07579 -2.317 -0.5921 0.2916 0.9917 0.8906 -3.095	1.735 -0.0801 2.262 -0.08298 0.1172 2.022 -0.9896 0.8386 -1.017 1.774 -0.9929	1.375 -0.8762 -1.013 0.9801 1.792 1.204 0.0331 1.865 -0.6728 -0.8572 -0.7343	1.953 -0.002216 0.7128 -0.6145 -2.153 0.8061 -0.2943 -0.8183 0.7953 0.7139 0.07165
63000	0.735 -0.1237 0.4497 0.4789 -0.2704 1.066 -1.231 0.4726 -0.7666 0.04533 -2.669	0.9597 0.7734 0.5435 -0.04305 -1.665 0.5233 -0.1852 -1.428 0.3142 1.039 0.5223	1.509 1.195 -0.5736 1.339 0.3376 1.186 -1.55 -0.6695 -0.07544 2.16 0.2488	0.9361 0.7007 -1.062 -0.2715 2.276 -0.6774 1.836 -1.07 0.06978 2.954 0.7521	2.162 0.5377 1.017 -1.004 -0.4143 1.246 -0.4367 0.7464 1.03 -0.095 -0.1898	1.253 -2.838 -0.652 1.201 -5.089 1.376 1.863 -1.858 -4.661 0.6408 2.717	0.2468 -0.2827 -0.8565 0.1813 1.361 -0.2133 0.6471 0.4697 0.974 2.401 -0.3963	0.6193 -1.24 -0.6001 2.049 -0.07579 -2.317 -0.5921 0.2916 0.9917 0.8906 -3.095	1.735 -0.0801 2.262 -0.08298 0.1172 2.022 -0.9896 0.8386 -1.017 1.774 -0.9929	1.375 -0.8762 -1.013 0.9801 1.792 1.204 0.0331 1.865 -0.6728 -0.8572 -0.7343	1.953 -0.002216 0.7128 -0.6145 -2.153 0.8061 -0.2943 -0.8183 0.7953 0.7139 0.07165
63100	0.735 -0.1237 0.4497 0.4789 -0.2704 1.066 -1.231 0.4726 -0.7666 0.04533 -2.669	0.9597 0.7734 0.5435 -0.04305 -1.665 0.5233 -0.1852 -1.428 0.3142 1.039 0.5223	1.509 1.195 -0.5736 1.339 0.3376 1.186 -1.55 -0.6695 -0.07544 2.16 0.2488	0.9361 0.7007 -1.062 -0.2715 2.276 -0.6774 1.836 -1.07 0.06978 2.954 0.7521	2.162 0.5377 1.017 -1.004 -0.4143 1.246 -0.4367 0.7464 1.03 -0.095 -0.1898	1.253 -2.838 -0.652 1.201 -5.089 1.376 1.863 -1.858 -4.661 0.6408 2.717	0.2468 -0.2827 -0.8565 0.1813 1.361 -0.2133 0.6471 0.4697 0.974 2.401 -0.3963	0.6193 -1.24 -0.6001 2.049 -0.07579 -2.317 -0.5921 0.2916 0.9917 0.8906 -3.095	1.735 -0.0801 2.262 -0.08298 0.1172 2.022 -0.9896 0.8386 -1.017 1.774 -0.9929	1.375 -0.8762 -1.013 0.9801 1.792 1.204 0.0331 1.865 -0.6728 -0.8572 -0.7343	1.953 -0.002216 0.7128 -0.6145 -2.153 0.8061 -0.2943 -0.8183 0.7953 0.7139 0.07165
63200	0.735 -0.1237 0.4497 0.4789 -0.2704 1.066 -1.231 0.4726 -0.7666 0.04533 -2.669	0.9597 0.7734 0.5435 -0.04305 -1.665 0.5233 -0.1852 -1.428 0.3142 1.039 0.5223	1.509 1.195 -0.5736 1.339 0.3376 1.186 -1.55 -0.6695 -0.07544 2.16 0.2488	0.9361 0.7007 -1.062 -0.2715 2.276 -0.6774 1.836 -1.07 0.06978 2.954 0.7521	2.162 0.5377 1.017 -1.004 -0.4143 1.246 -0.4367 0.7464 1.03 -0.095 -0.1898	1.253 -2.838 -0.652 1.201 -5.089 1.376 1.863 -1.858 -4.661 0.6408 2.717	0.2468 -0.2827 -0.8565 0.1813 1.361 -0.2133 0.6471 0.4697 0.974 2.401 -0.3963	0.6193 -1.24 -0.6001 2.049 -0.07579 -2.317 -0.5921 0.2916 0.9917 0.8906 -3.095	1.735 -0.0801 2.262 -0.08298 0.1172 2.022 -0.9896 0.8386 -1.017 1.774 -0.9929	1.375 -0.8762 -1.013 0.9801 1.792 1.204 0.0331 1.865 -0.6728 -0.8572 -0.7343	1.953 -0.002216 0.7128 -0.6145 -2.153 0.8061 -0.2943 -0.8183 0.7953 0.7139 0.07165
63300	0.735 -0.1237 0.4497 0.4789 -0.2704 1.066 -1.231 0.4726 -0.7666 0.04533 -2.669	0.9597 0.7734 0.5435 -0.04305 -1.665 0.5233 -0.1852 -1.428 0.3142 1.039 0.5223	1.509 1.195 -0.5736 1.339 0.3376 1.186 -1.55 -0.6695 -0.07544 2.16 0.2488	0.9361 0.7007 -1.062 -0.2715 2.276 -0.6774 1.836 -1.07 0.06978 2.954 0.7521	2.162 0.5377 1.017 -1.004 -0.4143 1.246 -0.4367 0.7464 1.03 -0.095 -0.1898	1.253 -2.838 -0.652 1.201 -5.089 1.376 1.863 -1.858 -4.661 0.6408 2.717	0.2468 -0.2827 -0.8565 0.1813 1.361 -0.2133 0.6471 0.4697 0.974 2.401 -0.3963	0.6193 -1.24 -0.6001 2.049 -0.07579 -2.317 -0.5921 0.2916 0.9917 0.8906 -3.095	1.735 -0.0801 2.262 -0.08298 0.1172 2.022 -0.9896 0.8386 -1.017 1.774 -0.9929	1.375 -0.8762 -1.013 0.9801 1.792 1.204 0.0331 1.865 -0.6728 -0.8572 -0.7343	1.953 -0.002216 0.7128 -0.6145 -2.153 0.8061 -0.2943 -0.8183 0.7953 0.7139 0.07165
63400	0.735 -0.1237 0.4497 0.4789 -0.2704 1.066 -1.231 0.4726 -0.7666 0.04533 -2.669	0.9597 0.7734 0.5435 -0.04305 -1.665 0.5233 -0.1852 -1.428 0.3142 1.039 0.5223	1.509 1.195 -0.5736 1.339 0.3376 1.186 -1.55 -0.6695 -0.07544 2.16 0.2488	0.9361 0.7007 -1.062 -0.2715 2.276 -0.6774 1.836 -1.07 0.06978 2.954 0.7521	2.162 0.5377 1.017 -1.004 -0.4143 1.246 -0.4367 0.7464 1.03 -0.095 -0.1898	1.253 -2.838 -0.652 1.201 -5.089 1.376 1.863 -1.858 -4.661 0.6408 2.717	0.2468 -0.2827 -0.8565 0.1813 1.361 -0.2133 0.6471 0.4697 0.974 2.401 -0.3963	0.6193 -1.24 -0.6001 2.049 -0.07579 -2.317 -0.5921 0.2916 0.9917 0.8906 -3.095	1.735 -0.0801 2.262 -0.08298 0.1172 2.022 -0.9896 0.8386 -1.017 1.774 -0.9929	1.375 -0.8762 -1.013 0.9801 1.792 1.204 0.0331 1.865 -0.6728 -0.8572 -0.7343	1.953 -0.002216 0.7128 -0.6145 -2.153 0.8061 -0.2943 -0.8183 0.7953 0.7139 0.07165
63500	0.735 -0.1237 0.4497 0.4789 -0.2704 1.066 -1.231 0.4726 -0.7666 0.04533 -2.669	0.9597 0.7734 0.5435 -0.04305 -1.665 0.5233 -0.1852 -1.428 0.3142 1.039 0.5223	1.509 1.195 -0.5736 1.339 0.3376 1.186 -1.55 -0.6695 -0.07544 2.16 0.2488	0.9361 0.7007 -1.062 -0.2715 2.276 -0.6774 1.836 -1.07 0.06978 2.954 0.7521	2.162 0.5377 1.017 -1.004 -0.4143 1.246 -0.4367 0.7464 1.03 -0.095 -0.1898	1.253 -2.838 -0.652 1.201 -5.089 1.376 1.863 -1.858 -4.661 0.6408 2.717	0.2468 -0.2827 -0.8565 0.1813 1.361 -0.2133 0.6471 0.4697 0.974 2.401 -0.3963	0.6193 -1.24 -0.6001 2.049 -0.07579 -2.317 -0.5921 0.2916 0.9917 0.8906 -3.095	1.735 -0.0801 2.262 -0.08298 0.1172 2.022 -0.9896 0.8386 -1.017 1.774 -0.9929	1.375 -0.8762 -1.013 0.9801 1.792 1.204 0.0331 1.865 -0.6728 -0.8572 -0.7343	1.953 -0.002216 0.7128 -0.6145 -2.153 0.8061 -0.2943 -0.8183 0.7953 0.7139 0.07165
63600	0.735 -0.1237 0.4497 0.4789 -0.2704 1.066 -1.231 0.4726 -0.7666 0.04533 -2.669	0.9597 0.7734 0.5435 -0.04305 -1.665 0.5233 -0.1852 -1.428 0.3142 1.039 0.5223	1.509 1.195 -0.5736 1.339 0.3376 1.186 -1.55 -0.6695 -0.07544 2.16 0.2488	0.9361 0.7007 -1.062 -0.2715 2.276 -0.6774 1.836 -1.07 0.06978 2.954 0.7521	2.162 0.5377 1.017 -1.004 -0.4143 1.246 -0.4367 0.7464 1.03 -0.095 -0.1898	1.253 -2.838 -0.652 1.201 -5.089 1.376 1.863 -1.858 -4.661 0.6408 2.717	0.2468 -0.2827 -0.8565 0.1813 1.361 -0.2133 0.6471 0.4697 0.974 2.401 -0.3963	0.6193 -1.24 -0.6001 2.049 -0.07579 -2.317 -0.5921 0.2916 0.9917 0.8906 -3.095	1.735 -0.0801 2.262 -0.08298 0.1172 2.022 -0.9896 0.8386 -1.017 1.774 -0.9929	1.375 -0.8762 -1.013 0.9801 1.792 1.204 0.0331 1.865 -0.6728 -0.8572 -0.7343	1.953 -0.002216 0.7128 -0.6145 -2.153 0.8061 -0.2943 -0.8183 0.7953 0.7139 0.07165
63700	0.735 -0.1237 0.4497 0.4789 -0.2704 1.066 -1.231 0.4726 -0.7666 0.04533 -2.669	0.9597 0.7734 0.5435 -0.04305 -1.665 0.5233 -0.1852 -1.428 0.3142 1.039 0.5223	1.509 1.195 -0.5736 1.339 0.3376 1.186 -1.55 -0.6695 -0.07544 2.16 0.2488	0.9361 0.7007 -1.062 -0.2715 2.276 -0.6774 1.836 -1.07 0.06978 2.954 0.7521	2.162 0.5377 1.017 -1.004 -0.4143 1.246 -0.4367 0.7464 1.03 -0.095 -0.1898	1.253 -2.838 -0.652 1.201 -5.089 1.376 1.863 -1.858 -4.661 0.6408 2.717	0.2468 -0.2827 -0.8565 0.1813 1.361 -0.2133 0.6471 0.4697 0.974 2.401 -0.3963	0.6193 -1.24 -0.6001 2.049 -0.07579 -2.317 -0.5921 0.2916 0.9917 0.8906 -3.095	1.735 -0.0801 2.262 -0.08298 0.1172 2.022 -0.9896 0.8386 -1.017 1.774 -0.9929	1.375 -0.8762 -1.013 0.9801 1.792 1.204 0.0331 1.865 -0.6728 -0.8572 -0.7343	1.953 -0.002216 0.7128 -0.6145 -2.153 0.8061 -0.2943 -0.8183 0.7953 0.7139 0.07165
63800	0.735 -0.1237 0.4497 0.4789 -0.2704 1.066 -1.231 0.4726 -0.7666 0.04533 -2.669	0.9597 0.7734 0.5435 -0.04305 -1.665 0.5233 -0.1852 -1.428 0.3142 1.039 0.5223	1.509 1.195 -0.5736 1.339 0.3376 1.186 -1.55 -0.6695 -0.07544 2.16 0.2488	0.9361 0.7007 -1.062 -0.2715 2.276 -0.6774 1.836 -1.07 0.06978 2.954 0.7521	2.162 0.5377 1.017 -1.004 -0.4143 1.246 -0.4367 0.7464 1.03 -0.095 -0.1898	1.253 -2.838 -0.652 1.201 -5.089 1.376 1.863 -1.858 -4.661 0.6408 2.717	0.2468 -0.2827 -0.8565 0.1813 1.361 -0.2133 0.6471 0.4697 0.974 2.401 -0.3963	0.6193 -1.24 -0.6001 2.049 -0.07579 -2.317 -0.5921 0.2916 0.9917 0.8906 -3.095	1.735 -0.0801 2.262 -0.08298 0.1172 2.022 -0.9896 0.8386 -1.017 1.774 -0.9929	1.375 -0.8762 -1.013 0.9801 1.792 1.204 0.0331 1.865 -0.6728 -0.8572 -0.7343	1.953 -0.002216 0.7128 -0.6145 -2.153 0.8061 -0.2943 -0.8183 0.7953 0.7139 0.07165
63900	0.735 -0.1237 0.4497 0.4789 -0.2704 1.066 -1.231 0.4726 -0.7666 0.04533 -2.669	0.9597 0.7734 0.5435 -0.04305 -1.665 0.5233 -0.1852 -1.428 0.3142 1.039 0.5223	1.509 1.195 -0.5736 1.339 0.3376 1.186 -1.55 -0.6695 -0.07544 2.16 0.2488	0.9361 0.7007 -1.062 -0.2715 2.276 -0.6774 1.836 -1.07 0.06978 2.954 0.7521	2.162 0.5377 1.017 -1.004 -0.4143 1.246 -0.4367 0.7464 1.03 -0.095 -0.1898	1.253 -2.838 -0.652 1.201 -5.089 1.376 1.863 -1.858 -4.661 0.6408 2.717	0.2468 -0.2827 -0.8565 0.1813 1.361 -0.2133 0.6471 0.4697 0.974 2.401 -0.3963	0.6193 -1.24 -0.6001 2.049 -0.07579 -2.317 -0.5921 0.2916 0.9917 0.8906 -3.095	1.735 -0.0801 2.262 -0.08298 0.1172 2.022 -0.9896 0.8386 -1.017 1.774 -0.9929	1.375 -0.8762 -1.013 0.9801 1.792 1.204 0.0331 1.865 -0.6728 -0.8572 -0.7343	1.953 -0.002216 0.7128 -0.6145 -2.153 0.8061 -0.2943 -0.8183 0.7953 0.7139 0.07165
64000	0.735 -0.1237 0.4497 0.4789 -0.2704 1.066 -1.231 0.4726 -0.7666 0.04533 -2.669	0.9597 0.7734 0.5435 -0.04305 -1.665 0.5233 -0.1852 -1.428 0.3142 1.039 0.5223	1.509 1.195 -0.5736 1.339 0.3376 1.186 -1.55 -0.6695 -0.07544 2.16 0.2488	0.9361 0.7007 -1.062 -0.2715 2.276 -0.6774 1.836 -1.07 0.06978 2.954 0.7521	2.162 0.5377 1.017 -1.004 -0.4143 1.246 -0.4367 0.7464 1.03 -0.095 -0.1898	1.253 -2.838 -0.652 1.201 -5.089 1.376 1.863 -1.858 -4.661 0.6408 2.717	0.2468 -0.2827 -0.8565 0.1813 1.361 -0.2133 0.6471 0.4697 0.974 2.401 -0.3963	0.6193 -1.24 -0.6001 2.049 -0.07579 -2.317 -0.5921 0.2916 0.9917 0.8906 -3.095	1.735 -0.0801 2.262 -0.08298 0.1172 2.022 -0.9896 0.8386 -1.017 1.774 -0.9929	1.375 -0.8762 -1.013 0.9801 1.792 1.204 0.0331 1.865 -0.6728 -0.8572 -0.7343	1.953 -0.002216 0.7128 -0.6145 -2.153 0.8061 -0.2943 -0.8183 0.7953 0.7139 0.07165
64100	0.735 -0.1237 0.4497 0.4789 -0.2704 1.066 -1.231 0.4726 -0.7666 0.04533 -2.669	0.9597 0.7734 0.5435 -0.04305 -1.665 0.5233 -0.1852 -1.428 0.3142 1.039 0.5223	1.509 1.195 -0.5736 1.339 0.3376 1.186 -1.55 -0.6695 -0.07544 2.16 0.2488	0.9361 0.7007 -1.062 -0.2715 2.276 -0.6774 1.836 -1.07 0.06978 2.954 0.7521	2.162 0.5377 1.017 -1.004 -0.4143 1.246 -0.4367 0.7464 1.03 -0.095 -0.1898	1.253 -2.838 -0.652 1.201 -5.089 1.376 1.863 -1.858 -4.661 0.6408 2.717	0.2468 -0.2827 -0.8565 0.1813 1.361 -0.2133 0.6471 0.4697 0.974 2.401 -0.3963	0.6193 -1.24 -0.6001 2.049 -0.07579 -2.317 -0.5921 0.2916 0.9917 0.8906 -3.095	1.735 -0.0801 2.262 -0.08298 0.1172 2.022 -0.9896 0.8386 -1.017 1.774 -0.9929	1.375 -0.8762 -1.013 0.9801 1.792 1.204 0.0331 1.865 -0.6728 -0.8572 -0.7343	1.953 -0.002216 0.7128 -0.6145 -2.153 0.8061 -0.2943 -0.8183 0.7953 0.7139 0.07165
64200	0.735 -0.1237 0.4497 0.4789 -0.2704 1.066 -1.231 0.4726 -0.7666 0.04533 -2.669	0.9597 0.7734 0.5435 -0.04305 -1.665 0.5233 -0.1852 -1.428 0.3142 1.039 0.5223	1.509 1.195 -0.5736 1.339 0.3376 1.186 -1.55 -0.6695 -0.07544 2.16 0.2488	0.9361 0.7007 -1.062 -0.2715 2.276 -0.6774 1.836 -1.07 0.06978 2.954 0.7521	2.162 0.5377 1.017 -1.004 -0.4143 1.246 -0.4367 0.7464 1.03 -0.095 -0.1898	1.253 -2.838 -0.652 1.201 -5.089 1.376 1.863 -1.858 -4.661 0.6408 2.717	0.2468 -0.2827 -0.8565 0.1813 1.361 -0.2133 0.6471 0.4697 0.974 2.401 -0.3963	0.6193 -1.24 -0.6001 2.049 -0.07579 -2.317 -0.5921 0.2916 0.9917 0.8906 -3.095	1.735 -0.0801 2.262 -0.08298 0.1172 2.022 -0.9896 0.8386 -1.017 1.774 -0.9929	1.375 -0.8762 -1.013 0.9801 1.792 1.204 0.0331 1.865 -0.6728 -0.8572 -0.7343	1.953 -0.002216 0.7128 -0.6145 -2.153 0.8061 -0.2943 -0.8183 0.7953 0.7139 0.07165
64300	0.735 -0.1237 0.4497 0.4789 -0.2704 1.066 -1.231 0.4726 -0.7666 0.04533 -2.669	0.9597 0.7734 0.5435 -0.04305 -1.665 0.5233 -0.1852 -1.428 0.3142 1.039 0.5223	1.509 1.195 -0.5736 1.339 0.3376 1.186 -1.55 -0.6695 -0.07544 2.16 0.2488	0.9361 0.7007 -1.062 -0.2715 2.276 -0.6774 1.836 -1.07 0.06978 2.954 0.7521	2.162 0.5377 1.017 -1.004 -0.4143 1.246 -0.4367 0.7464 1.03 -0.095 -0.1898	1.253 -2.838 -0.652 1.201 -5.089 1.376 1.863 -1.858 -4.661 0.6408 2.717	0.2468 -0.2827 -0.8565 0.1813 1.361 -0.2133 0.6471 0.4697 0.974 2.401 -0.3963	0.6193 -1.24 -0.6001 2.049 -0.07579 -2.317 -0.5921 0.2916 0.9917 0.8906 -3.095	1.735 -0.0801 2.262 -0.08298 0.1172 2.022 -0.9896 0.8386 -1.017 1.774 -0.9929	1.375 -0.8762 -1.013 0.9801 1.792 1.204 0.0331 1.865 -0.6728 -0.8572 -0.7343	1.953 -0.002216 0.7128 -0.6145 -2.153 0.8061 -0.2943 -0.8183 0.7953 0.7139 0.07165
64400	0.735 -0.1237 0.4497 0.4789 -0.2704 1.066 -1.231 0.4726 -0.7666 0.04533 -2.669	0.9597 0.7734 0.5435 -0.04305 -1.665 0.5233 -0.1852 -1.428 0.3142 1.039 0.5223	1.509 1.195 -0.5736 1.339 0.3376 1.186 -1.55 -0.6695 -0.07544 2.16 0.2488	0.9361 0.7007 -1.062 -0.2715 2.276 -0.6774 1.836 -1.07 0.06978 2.954 0.7521	2.162 0.5377 1.017 -1.004 -0.4143 1.246 -0.4367 0.7464 1.03 -0.095 -0.1898	1.253 -2.838 -0.652 1.201 -5.089 1.376 1.863 -1.858 -4.661 0.6408 2.717	0.2468 -0.2827 -0.8565 0.1813 1.361 -0.2133 0.6471 0.4697 0.974 2.401 -0.3963	0.6193 -1.24 -0.6001 2.049 -0.07579 -2.317 -0.5921 0.2916 0.9917 0.8906 -3.095	1.735 -0.0801 2.262 -0.08298 0.1172 2.022 -0.9896 0.8386 -1.017 1.774 -0.9929	1.375 -0.8762 -1.013 0.9801 1.792 1.204 0.0331 1.865 -0.6728 -0.8572 -0.7343	1.953 -0.002216 0.7128 -0.6145 -2.153 0.8061 -0.2943 -0.8183 0.7953 0.7139 0.07165
64500	0.735 -0.1237 0.4497 0.4789 -0.2704 1.066 -1.231 0.4726 -0.7666 0.04533 -2.669	0.9597 0.7734 0.5435 -0.04305 -1.665 0.5233 -0.1852 -1.428 0.3142 1.039 0.5223	1.509 1.195 -0.5736 1.339 0.3376 1.186 -1.55 -0.6695 -0.07544 2.16 0.2488	0.9361 0.7007 -1.062 -0.2715 2.276 -0.6774 1.836 -1.07 0.06978 2.954 0.7521	2.162 0.5377 1.017 -1.004 -0.4143 1.246 -0.4367 0.7464 1.03 -0.095 -0.1898	1.253 -2.838 -0.652 1.201 -5.089 1.376 1.863 -1.858 -4.661 0.6408 2.717	0.2468 -0.2827 -0.8565 0.1813 1.361 -0.2133 0.6471 0.4697 0.974 2.401 -0.3963	0.6193 -1.24 -0.6001 2.049 -0.07579 -2.317 -0.5921 0.2916 0.9917 0.8906 -3.095	1.735 -0.0801 2.262 -0.08298 0.1172 2.022 -0.9896 0.8386 -1.017 1.774 -0.9929	1.375 -0.8762 -1.013 0.9801 1.792 1.204 0.0331 1.865 -0.6728 -0.8572 -0.7343	1.953 -0.002216 0.7128 -0.6145 -2.153 0.8061 -0.2943 -0.8183 0.7953 0.7139 0.07165
64600	0.735 -0.1237 0.4497 0.4789 -0.2704 1.066 -1.231 0.4726 -0.7666 0.04533 -2.669	0.9597 0.7734 0.5435 -0.04305 -1.665 0.5233 -0.1852 -1.428 0.3142 1.039 0.5223	1.509 1.195 -0.5736 1.339 0.3376 1.186 -1.55 -0.6695 -0.07544 2.16 0.2488	0.9361 0.7007 -1.062 -0.2715 2.276 -0.6774 1.836 -1.07 0.06978 2.954 0.7521	2.162 0.5377 1.017 -1.004 -0.4143 1.246 -0.4367 0.7464 1.03 -0.095 -0.1898	1.253 -2.838 -0.652 1.201 -5.089 1.376 1.863 -1.858 -4.661 0.6408 2.717	0.2468 -0.2827 -0.8565 0.1813 1.361 -0.2133 0.6471 0.4697 0.974 2.401 -0.3963	0.6193 -1.24 -0.6001 2.049 -0.07579 -2.317 -0.5921 0.2916 0.9917 0.8906 -3.095	1.735 -0.0801 2.262 -0.08298 0.1172 2.022 -0.9896 0.8386 -1.017 1.774 -0.9929	1.375 -0.8762 -1.013 0.9801 1.792 1.204 0.0331 1.865 -0.6728 -0.8572 -0.7343	1.953 -0.002216 0.7128 -0.6145 -2.153 0.8061 -0.2943 -0.8183 0.7953 0.7139 0.07165
64700	0.735 -0.1237 0.4497 0.4789 -0.2704 1.066 -1.231 0.4726 -0.7666 0.04533 -2.669	0.9597 0.7734 0.5435 -0.04305 -1.665 0.5233 -0.1852 -1.428 0.3142 1.039 0.5223	1.509 1.195 -0.5736 1.339 0.3376 1.186 -1.55 -0.6695 -0.07544 2.16 0.2488	0.9361 0.7007 -1.062 -0.2715 2.276 -0.6774 1.836 -1.07 0.06978 2.954 0.7521	2.162 0.5377 1.017 -1.004 -0.4143 1.246 -0.4367 0.7464 1.03 -0.095 -0.1898	1.253 -2.838 -0.652 1.201 -5.089 1.376 1.863 -1.858 -4.661 0.6408 2.717	0.2468 -0.2827 -0.8565 0.1813 1.361 -0.2133 0.6471 0.4697 0.974 2.401 -0.3963	0.6193 -1.24 -0.6001 2.049 -0.07579 -2.317 -0.5921 0.2916 0.9917 0.8906 -3.095	1.735 -0.0801 2.262 -0.08298 0.1172 2.022 -0.9896 0.8386 -1.017 1.774 -0.9929	1.375 -0.8762 -1.013 0.9801 1.792 1.204 0.0331 1.865 -0.6728 -0.8572 -0.7343	1.953 -0.002216 0.7128 -0.6145 -2.153 0.8061 -0.2943 -0.8183 0.7953 0.7139 0.07165
64800	0.735 -0.1237 0.4497 0.4789 -0.2704 1.066 -1.231 0.4726 -0.7666 0.04533 -2.669	0.9597 0.7734 0.5435 -0.04305 -1.665 0.5233 -0.1852 -1.428 0.3142 1.039 0.5223	1.509 1.195 -0.5736 1.339 0.3376 1.186 -1.55 -0.6695 -0.07544 2.16 0.2488	0.9361 0.7007 -1.062 -0.2715 2.276 -0.6774 1.836 -1.07 0.06978 2.954 0.7521	2.162 0.5377 1.017 -1.004 -0.4143 1.246 -0.4367 0.7464 1.03 -0.095 -0.1898	1.253 -2.838 -0.652 1.201 -5.089 1.376 1.863 -1.858 -4.661 0.6408 2.717	0.2468 -0.2827 -0.8565 0.1813 1.361 -0.2133 0.6471 0.4697 0.974 2.401 -0.3963	0.6193 -1.24 -0.6001 2.049 -0.07579 -2.317 -0.5921 0.2916 0.9917 0.8906 -3.095	1.735 -0.0801 2.262 -0.08298 0.1172 2.022 -0.9896 0.8386 -1.017 1.774 -0.9929	1.375 -0.8762 -1.013 0.9801 1.792 1.204 0.0331 1.865 -0.6728 -0.8572 -0.7343	1.953 -0.002216 0.7128 -0.6145 -2.153 0.8061 -0.2943 -0.8183 0.7953 0.7139 0.07165
64900	0.735 -0.1237 0.4497 0.4789 -0.2704 1.066 -1.231 0.4726 -0.7666 0.04533 -2.669	0.9597 0.7734 0.5435 -0.04305 -1.665 0.5233 -0.1852 -1.428 0.3142 1.039 0.5223	1.509 1.195 -0.5736 1.339 0.3376 1.186 -1.55 -0.6695 -0.07544 2.16 0.2488	0.9361 0.7007 -1.062 -0.2715 2.276 -0.6774 1.836 -1.07 0.06978 2.954 0.7521	2.162 0.5377 1.017 -1.004 -0.4143 1.246 -0.4367 0.7464 1.03 -0.095 -0.1898	1.253 -2.838 -0.652 1.201 -5.089 1.376 1.863 -1.858 -4.661 0.6408 2.717	0.2468 -0.2827 -0.8565 0.1813 1.361 -0.2133 0.6471 0.4697 0.974 2.401 -0.3963	0.6193 -1.24 -0.6001 2.049 -0.07579 -2.317 -0.5921 0.2916 0.9917 0.8906 -3.095	1.735 -0.0801 2.262 -0.08298 0.1172 2.022 -0.9896 0.8386 -1.017 1.774 -0.9929	1.375 -0.8762 -1.013 0.9801 1.792 1.204 0.0331 1.865 -0.6728 -0.8572 -0.7343	1.953 -0.002216 0.7128 -0.6145 -2.153 0.8061 -0.2943 -0.8183 0.7953 0.7139 0.07165
